"Time (UTCG)","ax (km/sec^2)","ay (km/sec^2)","az (km/sec^2)"
1 Jan 2018 05:08:00.000,-0.00043802575,0.00094679282,0.00051341103
1 Jan 2018 05:10:00.000,-0.00055579946,0.00093527065,0.00050699096
1 Jan 2018 05:12:00.000,-0.00067796001,0.00091045339,0.00049336942
1 Jan 2018 05:14:00.000,-0.00080214777,0.00087065940,0.00047152519
1 Jan 2018 05:16:00.000,-0.00092542138,0.00081469112,0.00044085190
1 Jan 2018 05:18:00.000,-0.00104443508,0.00074159452,0.00040095750
1 Jan 2018 05:20:00.000,-0.00115511964,0.00065125017,0.00035169598
1 Jan 2018 05:22:00.000,-0.00125346667,0.00054452690,0.00029349389
1 Jan 2018 05:24:00.000,-0.00133551785,0.00042276944,0.00022716807
1 Jan 2018 05:26:00.000,-0.00139696755,0.00028856178,0.00015427390
1 Jan 2018 05:28:00.000,-0.00143529554,0.00014561850,0.00007652414
1 Jan 2018 05:30:00.000,-0.00144782267,-0.00000228474,-0.00000385980
1 Jan 2018 05:32:00.000,-0.00143374547,-0.00014970595,-0.00008384020
1 Jan 2018 05:34:00.000,-0.00139467798,-0.00029227484,-0.00016125657
1 Jan 2018 05:36:00.000,-0.00133239378,-0.00042608045,-0.00023379598
1 Jan 2018 05:38:00.000,-0.00124987396,-0.00054754388,-0.00029953296
1 Jan 2018 05:40:00.000,-0.00115090290,-0.00065401711,-0.00035712061
1 Jan 2018 05:42:00.000,-0.00103966081,-0.00074388271,-0.00040570078
1 Jan 2018 05:44:00.000,-0.00092033497,-0.00081651638,-0.00044490950
1 Jan 2018 05:46:00.000,-0.00079669257,-0.00087205929,-0.00047481264
1 Jan 2018 05:48:00.000,-0.00067230948,-0.00091118383,-0.00049579521
1 Jan 2018 05:50:00.000,-0.00055030886,-0.00093536232,-0.00050865671
1 Jan 2018 05:52:00.000,-0.00043287245,-0.00094642629,-0.00051441790
1 Jan 2018 05:54:00.000,-0.00032149969,-0.00094615148,-0.00051405522
1 Jan 2018 05:56:00.000,-0.00021724482,-0.00093629852,-0.00050851588
1 Jan 2018 05:58:00.000,-0.00012073596,-0.00091856081,-0.00049871887
1 Jan 2018 06:00:00.000,-0.00003222663,-0.00089451168,-0.00048551952
1 Jan 2018 06:02:00.000,0.00004832713,-0.00086554613,-0.00046967020
1 Jan 2018 06:04:00.000,0.00012117073,-0.00083286429,-0.00045181540
1 Jan 2018 06:06:00.000,0.00018668574,-0.00079748082,-0.00043250146
1 Jan 2018 06:08:00.000,0.00024534173,-0.00076023615,-0.00041218348
1 Jan 2018 06:10:00.000,0.00029765478,-0.00072181258,-0.00039123240
1 Jan 2018 06:12:00.000,0.00034415624,-0.00068275587,-0.00036994503
1 Jan 2018 06:14:00.000,0.00038537296,-0.00064349581,-0.00034855465
1 Jan 2018 06:16:00.000,0.00042181382,-0.00060436337,-0.00032724047
1 Jan 2018 06:18:00.000,0.00045395998,-0.00056560612,-0.00030613640
1 Jan 2018 06:20:00.000,0.00048225870,-0.00052740249,-0.00028533891
1 Jan 2018 06:22:00.000,0.00050712025,-0.00048987446,-0.00026491399
1 Jan 2018 06:24:00.000,0.00052891694,-0.00045309846,-0.00024490297
1 Jan 2018 06:26:00.000,0.00054798362,-0.00041711448,-0.00022532742
1 Jan 2018 06:28:00.000,0.00056461907,-0.00038193388,-0.00020619315
1 Jan 2018 06:30:00.000,0.00057908792,-0.00034754544,-0.00018749364
1 Jan 2018 06:32:00.000,0.00059162300,-0.00031392050,-0.00016921284
1 Jan 2018 06:34:00.000,0.00060242774,-0.00028101717,-0.00015132746
1 Jan 2018 06:36:00.000,0.00061167870,-0.00024878347,-0.00013380876
1 Jan 2018 06:38:00.000,0.00061952790,-0.00021715987,-0.00011662401
1 Jan 2018 06:40:00.000,0.00062610494,-0.00018608119,-0.00009973748
1 Jan 2018 06:42:00.000,0.00063151891,-0.00015547810,-0.00008311131
1 Jan 2018 06:44:00.000,0.00063586004,-0.00012527822,-0.00006670606
1 Jan 2018 06:46:00.000,0.00063920103,-0.00009540691,-0.00005048113
1 Jan 2018 06:48:00.000,0.00064159818,-0.00006578793,-0.00003439513
1 Jan 2018 06:50:00.000,0.00064309218,-0.00003634385,-0.00001840606
1 Jan 2018 06:52:00.000,0.00064370868,-0.00000699645,-0.00000247151
1 Jan 2018 06:54:00.000,0.00064345862,0.00002233299,0.00001345117
1 Jan 2018 06:56:00.000,0.00064233832,0.00005172338,0.00002940475
1 Jan 2018 06:58:00.000,0.00064032934,0.00008125350,0.00004543194
1 Jan 2018 07:00:00.000,0.00063739818,0.00011100166,0.00006157518
1 Jan 2018 07:02:00.000,0.00063349577,0.00014104527,0.00007787641
1 Jan 2018 07:04:00.000,0.00062855674,0.00017146035,0.00009437685
1 Jan 2018 07:06:00.000,0.00062249849,0.00020232090,0.00011111658
1 Jan 2018 07:08:00.000,0.00061522001,0.00023369812,0.00012813414
1 Jan 2018 07:10:00.000,0.00060660049,0.00026565940,0.00014546600
1 Jan 2018 07:12:00.000,0.00059649757,0.00029826703,0.00016314578
1 Jan 2018 07:14:00.000,0.00058474552,0.00033157648,0.00018120336
1 Jan 2018 07:16:00.000,0.00057115299,0.00036563423,0.00019966363
1 Jan 2018 07:18:00.000,0.00055550070,0.00040047495,0.00021854499
1 Jan 2018 07:20:00.000,0.00053753900,0.00043611791,0.00023785737
1 Jan 2018 07:22:00.000,0.00051698547,0.00047256246,0.00025759974
1 Jan 2018 07:24:00.000,0.00049352258,0.00050978246,0.00027775710
1 Jan 2018 07:26:00.000,0.00046679585,0.00054771924,0.00029829666
1 Jan 2018 07:28:00.000,0.00043641282,0.00058627302,0.00031916308
1 Jan 2018 07:30:00.000,0.00040194375,0.00062529267,0.00034027295
1 Jan 2018 07:32:00.000,0.00036292432,0.00066456453,0.00036150868
1 Jan 2018 07:34:00.000,0.00031885973,0.00070380001,0.00038271186
1 Jan 2018 07:36:00.000,0.00026923080,0.00074262043,0.00040367526
1 Jan 2018 07:38:00.000,0.00021350473,0.00078053877,0.00042413328
1 Jan 2018 07:40:00.000,0.00015115260,0.00081693989,0.00044375179
1 Jan 2018 07:42:00.000,0.00008167408,0.00085105993,0.00046211725
1 Jan 2018 07:44:00.000,0.00000463279,0.00088196605,0.00047872515
1 Jan 2018 07:46:00.000,-0.00008029547,0.00090853984,0.00049296885
1 Jan 2018 07:48:00.000,-0.00017325778,0.00092946948,0.00050413392
1 Jan 2018 07:50:00.000,-0.00027415094,0.00094325974,0.00051140489
1 Jan 2018 07:52:00.000,-0.00038255224,0.00094824245,0.00051387225
1 Jan 2018 07:54:00.000,-0.00049757117,0.00094260446,0.00051054751
1 Jan 2018 07:56:00.000,-0.00061780098,0.00092455461,0.00050050152
1 Jan 2018 07:58:00.000,-0.00074135479,0.00089231393,0.00048274778
1 Jan 2018 08:00:00.000,-0.00086546186,0.00084438866,0.00045636261
1 Jan 2018 08:02:00.000,-0.00098699112,0.00077980116,0.00042093235
1 Jan 2018 08:04:00.000,-0.00110227398,0.00069786082,0.00037618185
1 Jan 2018 08:06:00.000,-0.00120710340,0.00059899233,0.00032219359
1 Jan 2018 08:08:00.000,-0.00129754388,0.00048444120,0.00025967472
1 Jan 2018 08:10:00.000,-0.00136954127,0.00035593965,0.00018969110
1 Jan 2018 08:12:00.000,-0.00141940206,0.00021684734,0.00011412935
1 Jan 2018 08:14:00.000,-0.00144489966,0.00007091973,0.00003470102
1 Jan 2018 08:16:00.000,-0.00144380022,-0.00007745293,-0.00004583378
1 Jan 2018 08:18:00.000,-0.00141671719,-0.00022294048,-0.00012469509
1 Jan 2018 08:20:00.000,-0.00136548039,-0.00036149679,-0.00019982984
1 Jan 2018 08:22:00.000,-0.00129242632,-0.00048937750,-0.00026903537
1 Jan 2018 08:24:00.000,-0.00120102388,-0.00060348063,-0.00033067659
1 Jan 2018 08:26:00.000,-0.00109528458,-0.00070163799,-0.00038365604
1 Jan 2018 08:28:00.000,-0.00097942498,-0.00078273726,-0.00042737852
1 Jan 2018 08:30:00.000,-0.00085750344,-0.00084662596,-0.00046172550
1 Jan 2018 08:32:00.000,-0.00073310080,-0.00089373335,-0.00048694287
1 Jan 2018 08:34:00.000,-0.00060959077,-0.00092508351,-0.00050359979
1 Jan 2018 08:36:00.000,-0.00048968713,-0.00094237582,-0.00051263127
1 Jan 2018 08:38:00.000,-0.00037519389,-0.00094746436,-0.00051506971
1 Jan 2018 08:40:00.000,-0.00026736382,-0.00094212178,-0.00051188085
1 Jan 2018 08:42:00.000,-0.00016701817,-0.00092808057,-0.00050399859
1 Jan 2018 08:44:00.000,-0.00007458639,-0.00090697364,-0.00049231031
1 Jan 2018 08:46:00.000,0.00000983810,-0.00088028744,-0.00047762276
1 Jan 2018 08:48:00.000,0.00008641259,-0.00084931845,-0.00046063402
1 Jan 2018 08:50:00.000,0.00015545981,-0.00081517068,-0.00044193681
1 Jan 2018 08:52:00.000,0.00021741165,-0.00077876813,-0.00042202871
1 Jan 2018 08:54:00.000,0.00027276574,-0.00074086861,-0.00040131990
1 Jan 2018 08:56:00.000,0.00032204928,-0.00070208211,-0.00038014155
1 Jan 2018 08:58:00.000,0.00036579325,-0.00066289240,-0.00035875614
1 Jan 2018 09:00:00.000,0.00040451622,-0.00062367652,-0.00033736768
1 Jan 2018 09:02:00.000,0.00043871330,-0.00058472107,-0.00031613083
1 Jan 2018 09:04:00.000,0.00046884840,-0.00054623694,-0.00029515914
1 Jan 2018 09:06:00.000,0.00049534977,-0.00050837267,-0.00027453251
1 Jan 2018 09:08:00.000,0.00051860809,-0.00047122624,-0.00025430356
1 Jan 2018 09:10:00.000,0.00053897628,-0.00043485479,-0.00023450291
1 Jan 2018 09:12:00.000,0.00055677060,-0.00039928325,-0.00021514363
1 Jan 2018 09:14:00.000,0.00057227224,-0.00036451102,-0.00019622486
1 Jan 2018 09:16:00.000,0.00058572946,-0.00033051758,-0.00017773487
1 Jan 2018 09:18:00.000,0.00059735991,-0.00029726713,-0.00015965360
1 Jan 2018 09:20:00.000,0.00060735316,-0.00026471233,-0.00014195466
1 Jan 2018 09:22:00.000,0.00061587300,-0.00023279704,-0.00012460699
1 Jan 2018 09:24:00.000,0.00062305977,-0.00020145865,-0.00010757611
1 Jan 2018 09:26:00.000,0.00062903235,-0.00017062971,-0.00009082498
1 Jan 2018 09:28:00.000,0.00063388998,-0.00014023921,-0.00007431478
1 Jan 2018 09:30:00.000,0.00063771372,-0.00011021358,-0.00005800538
1 Jan 2018 09:32:00.000,0.00064056771,-0.00008047732,-0.00004185571
1 Jan 2018 09:34:00.000,0.00064250013,-0.00005095363,-0.00002582403
1 Jan 2018 09:36:00.000,0.00064354393,-0.00002156470,-0.00000986816
1 Jan 2018 09:38:00.000,0.00064371724,0.00000776791,0.00000605443
1 Jan 2018 09:40:00.000,0.00064302357,0.00003712299,0.00002198642
